dataset_id,name,sector,scope,recommendation,relevance,audit_status,rows,last_update,last_update_days,update_freq,n_columns,n_meaningful_columns,columns_all,join_keys_found,join_key_classes,join_key_columns,sample_join_density,source_refs,origin_refs,signal_refs,probe_notes,url
gi6t-dtvg,Índice de información clasificada y reservada,Sustainable Development Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2022-09-28,1304,,14,14,nombre_o_titulo_de_la_categor|nombre_o_t_tulo_de_la|idioma|medio_de_conservaci_n_y_o|fecha_de_generaci_n_de_la|nombre_del_responsable_de|nombre_del_responsable_de_1|objetivo_legitimo_de_la|fundamento_constitucional|fundamento_jur_dico_de_la|excepci_n_total_o_parcial|calificaci_n|fecha_de_la_calificaci_n|plazo_de_la_calificaci_n,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset, containing information on classified and reserved data, can provide context for understanding why certain procurement or project details might be withheld, potentially masking irregulari; llm_tier=context_enrichment; llm_reasoning=This dataset, containing information on classified and reserved data, can provide context for understanding why certain procurement or project details might be withheld, potentially masking irregulari",https://www.datos.gov.co/d/gi6t-dtvg
gium-im4r,Recursos de Gobierno al Sistema de Naciones Unidas para el Desarrollo Sostenible,Foreign Affairs Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2021-11-11,1625,,3,3,agencia_fondos_programa|a_o|valor,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset appears to contain financial resources allocated to UN Sustainable Development goals, which could provide context for government spending and potentially highlight discrepancies if linked; llm_tier=context_enrichment; llm_reasoning=This dataset appears to contain financial resources allocated to UN Sustainable Development goals, which could provide context for government spending and potentially highlight discrepancies if linked",https://www.datos.gov.co/d/gium-im4r
gjp9-cutm,SECOP II - Garantias,National Planning Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-23,1,,14,14,id_contrato|aseguradora|numeropoliza|asegurado|beneficiario|fechadecreacionpoliza|fechaenviopoliza|fechafinpoliza|ladopoliza|estado|tipopoliza|subtipopoliza|valor|fecha_de_creacion,1,contract,contract:id_contrato,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it contains information on contract guarantees, which are crucial for ensuring contract fulfillment and can reveal irregularities if they are insufficient, improperl; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it contains information on contract guarantees, which are crucial for ensuring contract fulfillment and can reveal irregularities if they are insufficient, improperl",https://www.datos.gov.co/d/gjp9-cutm
gkbc-gw7x,Desmovilizaciones colectivas e individuales,Justice and Law Sector Roadmap,colombia_open_data_audit,manual_review,review,valid,-1,2026-01-21,93,,4,4,categoria|tipo|departamento|total,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset on demobilizations, while not directly procurement or financial data, can provide valuable context for understanding the impact of conflict and peace processes on governance and resource; llm_tier=context_enrichment; llm_reasoning=This dataset on demobilizations, while not directly procurement or financial data, can provide valuable context for understanding the impact of conflict and peace processes on governance and resource ",https://www.datos.gov.co/d/gkbc-gw7x
gnut-8jsz,Cantidad de pensionados de Colpensiones por tipo de pensión,Labor Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2025-08-26,241,,4,4,concepto|cantidad_personas|genero|tipo_pension,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic and pension type information for Colpensiones beneficiaries, which can indirectly enrich analyses of public spending and potential irregularities in the pension syste; llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic and pension type information for Colpensiones beneficiaries, which can indirectly enrich analyses of public spending and potential irregularities in the pension syste",https://www.datos.gov.co/d/gnut-8jsz
gra4-pcp2,SECOP II - Ubicaciones ejecucion contratos,contracts,source_registry,keep,enrichment_only,valid,-1,2026-04-23,1,,13,13,nombre_entidad|codigo_entidad|nit_entidad|localizaci_n|codigo_proveedor|tipodocproveedor|documento_proveedor|proveedor_adjudicado|id_contrato|proceso_de_compra|referencia_del_contrato|urlproceso|ubicacion,3,contract|entity|nit,contract:id_contrato|entity:codigo_entidad|entity:nit_entidad|entity:codigo_proveedor|nit:nit_entidad|nit:documento_proveedor,,secop_execution_locations,source_registry,,,https://www.datos.gov.co/d/gra4-pcp2
h2yr-zfb2,Subsidios De Vivienda Asignados,Habitat and Housing Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-01,23,,9,9,departamento|c_digo_divipola_departamento|municipio|c_digo_divipola_municipio|programa|a_o_de_asignaci_n|estado_de_postulaci_n|hogares|valor_asignado,1,divipola,divipola:c_digo_divipola_departamento|divipola:c_digo_divipola_municipio,,,appendix|audit_json,,"llm_tier=ingest; llm_reasoning=This dataset directly relates to housing subsidies, a sector prone to potential corruption through misallocation of funds, favoritism, or inflated costs. Its granular data on assigned subsidies, value; llm_tier=ingest; llm_reasoning=This dataset directly relates to housing subsidies, a sector prone to potential corruption through misallocation of funds, favoritism, or inflated costs. Its granular data on assigned subsidies, value",https://www.datos.gov.co/d/h2yr-zfb2
h468-umfj,Registro de Activos de Información UGPP,Finance and Public Credit Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2024-02-20,794,,10,10,proceso|nombre_o_t_tulo_de_la_categor|nombre_o_t_tulo_de_la|idioma|descripci_n|medio_f_sico|medio_digital|medio_electr_nico|formato|informaci_n_publicada_o,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset appears to be a registry of information assets, which could indirectly support corruption detection by providing context about what information is available and how it's categorized, rath; llm_tier=context_enrichment; llm_reasoning=This dataset appears to be a registry of information assets, which could indirectly support corruption detection by providing context about what information is available and how it's categorized, rath",https://www.datos.gov.co/d/h468-umfj
h7zg-qcya,Esquema de publicación de información INPEC,Justice and Law Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2024-08-05,627,,9,9,nombre_o_titulo_de_la|idioma|medio_de_conservaci_n|formato|fecha_de_generaci_n_de_la|frecuencia_de_actualizaci|lugar_de_consulta|nombre_del_responsable_de|nombre_del_responsable_de_1,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset appears to describe the publication schema for INPEC (National Penitentiary and Prison Institute) information. While not directly procurement or financial data, it could provide context o; llm_tier=context_enrichment; llm_reasoning=This dataset appears to describe the publication schema for INPEC (National Penitentiary and Prison Institute) information. While not directly procurement or financial data, it could provide context o",https://www.datos.gov.co/d/h7zg-qcya
h7zv-k39x,Universo de entidades,Agriculture and Rural Development Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2026-04-10,14,,24,24,dm_institucion_cod_institucion|nombre|ccb_nit_inst|orden|suborden|nivel_institucion|clasificacion_organica|sector|naturaleza_juridica|tipo_institucion|idmunicipio|municipio|iddepartamento|departamento|direccion|fax|email|ccb_telefono|ccb_pagina_web|longitud|latitud|estado_ins|nombre_representante|cargo_representante,3,divipola|entity|nit,divipola:idmunicipio|divipola:iddepartamento|entity:dm_institucion_cod_institucion|nit:ccb_nit_inst,,,appendix|audit_json,,,https://www.datos.gov.co/d/h7zv-k39x
h8ui-2iee,Número de pensionados de Colpensiones por rango salarial 2,Labor Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2025-08-26,241,,5,5,rango_salarial_agrupado|rango_salarial|n_mero_de_pensionados|sexo|valor_mensual_mesadas_millones,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic and salary information for pensioners, which could be indirectly useful for contextualizing or cross-referencing with other datasets related to public sector employme; llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic and salary information for pensioners, which could be indirectly useful for contextualizing or cross-referencing with other datasets related to public sector employme",https://www.datos.gov.co/d/h8ui-2iee
h9p8-6xks,Capacitaciones virtuales Archivo General de la Nación,Culture Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2025-04-14,375,,8,8,tipo_de_curso|nombre_de_la_capacitaci_n|plataforma|territorio|mes|a_o|inscritos_asistentes|duraci_n_de_capacitaci_n,0,,,,,appendix|audit_json,,"llm_tier=skip; llm_reasoning=This dataset contains information about virtual training sessions and lacks any direct links to procurement, financial transactions, or entity registries, making it irrelevant for detecting corruption; llm_tier=skip; llm_reasoning=This dataset contains information about virtual training sessions and lacks any direct links to procurement, financial transactions, or entity registries, making it irrelevant for detecting corruption",https://www.datos.gov.co/d/h9p8-6xks
hb3d-dyp7,Entidades Acreditadas SIIA,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2020-11-17,1984,,13,13,nombre_de_la_organizaci_n|n_mero_nit|tipo_de_organizaci_n|cursos_aprobados|modalidad_aprobada_para_el|resoluci_n|fecha_de_vencimiento_de_la|departamento|municipio|direcci_n|tel_fono|direcci_n_web_de_la_entidad|correo_electr_nico_organizaci,1,nit,nit:n_mero_nit,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest, undue i; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest, undue i",https://www.datos.gov.co/d/hb3d-dyp7
hd6e-hz7c,Entidades Acreditadas,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2021-10-21,1646,,13,13,nombre_de_la_organizaci_n|n_mero_nit|tipo_de_organizaci_n|cursos_aprobados|modalidad_aprobada_para_el|resoluci_n|fecha_de_vencimiento_de_la|departamento|municipio|direcci_n|tel_fono|direcci_n_web_de_la_entidad|correo_electr_nico_organizaci,1,nit,nit:n_mero_nit,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest or entit",https://www.datos.gov.co/d/hd6e-hz7c
hdnf-a76p,Número de pensionados en Colpensiones desagregado por departamento y municipio,Labor,colombia_open_data_audit,candidate_context,medium,valid,-1,2025-08-26,241,,3,3,departamento|municipio|cantidad,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic information about pensioners, which can be indirectly useful for enriching procurement or financial data by providing context on the beneficiaries of public funds or; llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic information about pensioners, which can be indirectly useful for enriching procurement or financial data by providing context on the beneficiaries of public funds or ",https://www.datos.gov.co/d/hdnf-a76p
hex8-i6ry,Unidades de las Áreas Coralinas (Polígonos),Sustainable Development Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2025-03-31,389,,13,12,areacoralina|area_ha|escala|fc|incertidumbre|origen|sectores|u_biotica|u_ecologica|u_geomorfologica|zonas|area_eco_ha|area_geo_ha,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset describes coral reef areas and their characteristics, which is unlikely to directly contain procurement or financial data. However, it could be useful for contextualizing environmental pr; llm_tier=context_enrichment; llm_reasoning=This dataset describes coral reef areas and their characteristics, which is unlikely to directly contain procurement or financial data. However, it could be useful for contextualizing environmental pr",https://www.datos.gov.co/d/hex8-i6ry
hf6d-emrx,Disparidad Salarial Hombres Mujeres,Labor,colombia_open_data_audit,drop,low,valid,-1,2021-11-18,1618,,6,6,indicador|desagregacion_periodica|desagregacion_geografica|dominio_geografico|a_o|valor,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset on gender pay disparity can provide valuable contextual information for understanding socio-economic factors that might indirectly influence public procurement and governance, such as pot; llm_tier=context_enrichment; llm_reasoning=This dataset on gender pay disparity can provide valuable contextual information for understanding socio-economic factors that might indirectly influence public procurement and governance, such as pot",https://www.datos.gov.co/d/hf6d-emrx
hgi6-6wh3,Proponentes por Proceso SECOP II,National Planning Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-23,1,,9,9,id_procedimiento|fecha_publicaci_n|nombre_procedimiento|nit_entidad|codigo_entidad|entidad_compradora|proveedor|nit_proveedor|codigo_proveedor,3,entity|nit|process,entity:nit_entidad|entity:codigo_entidad|entity:codigo_proveedor|nit:nit_entidad|nit:nit_proveedor|process:id_procedimiento,,,appendix|audit_json,,,https://www.datos.gov.co/d/hgi6-6wh3
hjfm-ynaz,Cantidad de Conciliadores en Equidad Nombrados por Municipio y Departamento,Justice and Law Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2026-03-19,36,,4,4,a_o|departamento|municipio|cantidad_de_conciliadores,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides information on the number of conciliators appointed by municipality and department, which can be used to enrich other datasets by providing context on the availability of dispute; llm_tier=context_enrichment; llm_reasoning=This dataset provides information on the number of conciliators appointed by municipality and department, which can be used to enrich other datasets by providing context on the availability of dispute",https://www.datos.gov.co/d/hjfm-ynaz
htue-emaw,Entidades Acreditadas SIIA,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2020-12-07,1964,,13,13,nombre_de_la_organizaci_n|n_mero_nit|tipo_de_organizaci_n|cursos_aprobados|modalidad_aprobada_para_el|resoluci_n|fecha_de_vencimiento_de_la|departamento|municipio|direcci_n|tel_fono|direcci_n_web_de_la_entidad|correo_electr_nico_organizaci,1,nit,nit:n_mero_nit,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest, undue i; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest, undue i",https://www.datos.gov.co/d/htue-emaw
hxkn-cb2p,Esquema de publicación de información - UGPP,Finance and Public Credit Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2024-06-28,665,,9,9,nombre_o_titulo_de_la|idioma|responsable_de_la_producci|responsable_de_la_informaci|frecuencia_de_actualizaci|medio_de_conservaci_n_y_o|formato|fecha_de_generaci_n_de_la|lugar_de_consulta,0,,,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset describes the publication schema for information from the UGPP, which is relevant for understanding what data is available and how it's organized, but it doesn't contain direct procuremen; llm_tier=context_enrichment; llm_reasoning=This dataset describes the publication schema for information from the UGPP, which is relevant for understanding what data is available and how it's organized, but it doesn't contain direct procuremen",https://www.datos.gov.co/d/hxkn-cb2p
iaeu-rcn6,Antecedentes de SIRI,sanctions,source_registry,keep,promoted,valid,-1,2026-04-23,1,,24,24,numero_siri|tipo_inhabilidad|calidad_persona|tipo_identificacion|nombre_tipo_identificacion|numero_identificacion|primer_apellido|segundo_apellido|primer_nombre|segundo_nombre|cargo|lugar_hechos_departamento|lugar_hechos_municipio|sanciones|duracion_anos|duracion_mes|duracion_dias|providencia|autoridad|fecha_efectos_juridicos|numero_proceso|entidad_sancionado|entidad_departamento|entidad_municipio,2,nit|process,nit:numero_identificacion|process:numero_proceso,,siri_antecedents,source_registry,,,https://www.datos.gov.co/d/iaeu-rcn6
ibyt-yi2f,SECOP II - Facturas,National Planning Sector Roadmap,colombia_open_data_audit,keep,already_used,valid,-1,2026-04-23,1,,15,15,id_contrato|id_pago|numero_de_factura|fecha_factura|valor_neto|valor_total|notas|fecha_de_entrega|radicado|fecha_estiamda_de_pago|valor_a_pagar|estado|pago_confirmado|usuario_pago|codigo_entidad,2,contract|entity,contract:id_contrato|entity:codigo_entidad,,secop_invoices,appendix|audit_json|signal_deps|source_registry,secop_invoices,,https://www.datos.gov.co/d/ibyt-yi2f
it5q-hg94,SECOPII - Multas y Sanciones,sanctions,source_registry,keep,promoted,valid,-1,2026-04-23,1,,17,17,id_proceso|referencia_proceso|id_contrato|codigo_entidad_creadora|nombre_entidad_creadora|as_codigo_proveedor_objeto|nombre_proveedor_objeto_de|valor|valor_pagado|fecha_evento|aplico_garantias|numero_de_acto|tipo_de_sancion|descripcion_otro_tipo_de|estado|tipo|numero_de_version,3,contract|entity|process,contract:id_contrato|entity:codigo_entidad_creadora|process:id_proceso,,secop_sanctions,signal_deps|source_registry,secop_sanctions,,https://www.datos.gov.co/d/it5q-hg94
ityv-bxct,SECOP - Convenios Interadministrativos,contracts,source_registry,keep,promoted,valid,-1,2026-04-23,1,,27,27,id_contrato|anno_cargue|anno_firma|fecha_cargue|fecha_firma|fecha_inicio_del_contrato|fecha_fin_del_contrato|orden|departamento|municipio|nombre_entidad|modalidad_contratacion|tipo_de_contrato|justificacion_modalidad|unspsc_id_clase|id_proceso|numero_de_contrato|objeto_contractual|valor_con_adiciones|contratista|tipo_contratista|identificacion_contratista|estado_contrato|link|id_entidad|fuente|origen_de_los_recursos,3,contract|entity|process,contract:id_contrato|contract:numero_de_contrato|entity:id_entidad|process:id_proceso,,secop_interadmin_agreements,source_registry,,,https://www.datos.gov.co/d/ityv-bxct
iuc2-3r6h,DNP - localización de beneficiarios,budget,source_registry,keep,enrichment_only,valid,-1,2026-04-22,2,,7,7,bpin|nombreproyecto|departamento|municipio|totalbeneficiario|sector|entidadresponsable,1,bpin,bpin:bpin,,dnp_project_beneficiary_locations,source_registry,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it links project investment data (BPIN) to beneficiary locations, which can be cross-referenced with financial and procurement data to detect anomalies in resource a; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it links project investment data (BPIN) to beneficiary locations, which can be cross-referenced with financial and procurement data to detect anomalies in resource a",https://www.datos.gov.co/d/iuc2-3r6h
ivxt-5jyc,1. Hoja de Ruta Nacional de Datos Abiertos 2025 -2026,Sectoral Roadmaps 2025-2026,colombia_open_data_audit,drop,low,valid,-1,2024-12-02,508,,0,0,,0,,,,,appendix|audit_json,,,https://www.datos.gov.co/d/ivxt-5jyc
j9sd-zau5,MEN_SEDES_EDUCATIVAS_PREESCOLAR_BÁSICA_Y_MEDIA,Education Sector Roadmap,colombia_open_data_audit,drop,low,valid,-1,2022-10-06,1296,,21,21,a_o|cod_dane_departamento|departamento|cod_secretaria|secretaria|cod_dane_municipio|municipio|codigo_dane|nombre_establecimiento|codigo_dane_sede|nombre_sede|cod_sector|sector|cod_calendario|calendario|direccion|barrio_vereda|telefono|fax|email|total_matricula,1,divipola,divipola:cod_dane_departamento|divipola:cod_dane_municipio|divipola:codigo_dane|divipola:codigo_dane_sede,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides granular information on educational institutions, which can be used to enrich procurement data by linking contracts to specific schools or departments, potentially revealing patt; llm_tier=context_enrichment; llm_reasoning=This dataset provides granular information on educational institutions, which can be used to enrich procurement data by linking contracts to specific schools or departments, potentially revealing patt",https://www.datos.gov.co/d/j9sd-zau5
jbjy-vk9h,SECOP II - Contratos Electrónicos,National Planning Sector Roadmap,colombia_open_data_audit,keep,already_used,valid,-1,2026-04-23,1,,84,84,nombre_entidad|nit_entidad|departamento|ciudad|localizaci_n|orden|sector|rama|entidad_centralizada|proceso_de_compra|id_contrato|referencia_del_contrato|estado_contrato|codigo_de_categoria_principal|descripcion_del_proceso|tipo_de_contrato|modalidad_de_contratacion|justificacion_modalidad_de|fecha_de_firma|fecha_de_inicio_del_contrato|fecha_de_fin_del_contrato|condiciones_de_entrega|tipodocproveedor|documento_proveedor|proveedor_adjudicado|es_grupo|es_pyme|habilita_pago_adelantado|liquidaci_n|obligaci_n_ambiental|obligaciones_postconsumo|reversion|origen_de_los_recursos|destino_gasto|valor_del_contrato|valor_de_pago_adelantado|valor_facturado|valor_pendiente_de_pago|valor_pagado|valor_amortizado|valor_pendiente_de|valor_pendiente_de_ejecucion|saldo_cdp|saldo_vigencia|espostconflicto|dias_adicionados|puntos_del_acuerdo|pilares_del_acuerdo|urlproceso|nombre_representante_legal|nacionalidad_representante_legal|domicilio_representante_legal|tipo_de_identificaci_n_representante_legal|identificaci_n_representante_legal|g_nero_representante_legal|presupuesto_general_de_la_nacion_pgn|sistema_general_de_participaciones|sistema_general_de_regal_as|recursos_propios_alcald_as_gobernaciones_y_resguardos_ind_genas_|recursos_de_credito|recursos_propios|ultima_actualizacion|codigo_entidad|codigo_proveedor|fecha_inicio_liquidacion|fecha_fin_liquidacion|objeto_del_contrato|duraci_n_del_contrato|nombre_del_banco|tipo_de_cuenta|n_mero_de_cuenta|el_contrato_puede_ser_prorrogado|fecha_de_notificaci_n_de_prorrogaci_n|nombre_ordenador_del_gasto|tipo_de_documento_ordenador_del_gasto|n_mero_de_documento_ordenador_del_gasto|nombre_supervisor|tipo_de_documento_supervisor|n_mero_de_documento_supervisor|nombre_ordenador_de_pago|tipo_de_documento_ordenador_de_pago|n_mero_de_documento_ordenador_de_pago|documentos_tipo|descripcion_documentos_tipo,3,contract|entity|nit,contract:id_contrato|entity:nit_entidad|entity:codigo_entidad|entity:codigo_proveedor|nit:nit_entidad|nit:documento_proveedor,,secop_ii_contracts,appendix|audit_json|signal_deps|source_registry,secop_ii_contracts,,https://www.datos.gov.co/d/jbjy-vk9h
jgra-rz2t,Base ingresos cuentas claras 2019,electoral,source_registry,keep,promoted,valid,-1,2021-11-19,1617,,20,20,can_identificacion|cnd_nombre|cla_nombre|dep_nombre|mun_nombre|loc_nombre|org_nombre|nombre_candidato|cco_id|tpe_nombre|nombre_persona|ing_valor|tid_nombre|ing_identificacion|ing_acta|tdo_nombre|partido_coalicion|ing_fecha_comprobante|ing_comprobante|ing_concepto,1,nit,nit:can_identificacion|nit:ing_identificacion,,cuentas_claras_income_2019,signal_deps|source_registry,cuentas_claras_income_2019,"llm_added_columns=2,classes=1; llm_tier=ingest_priority; llm_reasoning=This dataset contains financial income information linked to electoral candidates, which is highly relevant for detecting potential illicit enrichment, undeclared income, or campaign finance irregular; llm_tier=ingest_priority; llm_reasoning=This dataset contains financial income information linked to electoral candidates, which is highly relevant for detecting potential illicit enrichment, undeclared income, or campaign finance irregular",https://www.datos.gov.co/d/jgra-rz2t
jh3r-qtfq,Sanciones no Ejecutoriadas y Ejecutoriadas por Dirección Territorial,Labor Sector Roadmap,colombia_open_data_audit,candidate,high,valid,-1,2026-04-09,15,,5,5,direcciones_territoriales|no_ejecutoriadas_numero|no_ejecutoriadas_valor_en|ejecutoriadas_numero|ejecutoriadas_valor_en_pesos,0,,,,,appendix|audit_json,,"llm_tier=ingest; llm_reasoning=This dataset directly tracks executed and non-executed sanctions, which are critical indicators of potential corruption, fraud, or irregularities in public procurement and governance. It provides a di; llm_tier=ingest; llm_reasoning=This dataset directly tracks executed and non-executed sanctions, which are critical indicators of potential corruption, fraud, or irregularities in public procurement and governance. It provides a di",https://www.datos.gov.co/d/jh3r-qtfq
ji8i-4anb,"MEN_ESTADISTICAS_EN_EDUCACION_EN_PREESCOLAR, BÁSICA Y MEDIA_POR_DEPARTAMENTO",Education,colombia_open_data_audit,candidate_context,medium,valid,-1,2025-11-13,162,,37,37,ano|c_digo_departamento|departamento|poblacion_5_16|tasa_matriculacion_5_16|cobertura_neta|cobertura_neta_transicion|cobertura_neta_primaria|cobertura_neta_secundaria|cobertura_neta_media|cobertura_bruta|cobertura_bruta_transicion|cobertura_bruta_primaria|cobertura_bruta_secundaria|cobertura_bruta_media|tamano_promedio_grupo|sedes_conectadas_a_internet|desercion|desercion_transicion|desercion_primaria|desercion_secundaria|desercion_media|aprobacion|aprobacion_transicion|aprobacion_primaria|aprobacion_secundaria|aprobacion_media|reprobacion|reprobacion_transicion|reprobacion_primaria|reprobacion_secundaria|reprobacion_media|repitencia|repitencia_transicion|repitencia_primaria|repitencia_secundaria|repitencia_media,1,divipola,divipola:c_digo_departamento,,,appendix|audit_json,,"llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic and enrollment data for the education sector, which can be used to contextualize and validate information from procurement and financial datasets, rather than directl; llm_tier=context_enrichment; llm_reasoning=This dataset provides demographic and enrollment data for the education sector, which can be used to contextualize and validate information from procurement and financial datasets, rather than directl",https://www.datos.gov.co/d/ji8i-4anb
jr8e-e8tu,Responsabilidad Fiscal,sanctions,source_registry,keep,promoted,valid,-1,2022-03-23,1493,,14,14,raz_n_social_de_la_entidad|identificaci_n|n_mero_de_identificaci_n|tipo_de_sanci_n_multa|tema_clasificaci_n_o_motivo|n_mero_de_resoluci_n_de_la|fecha_de_resoluci_n_de_la|monto_de_la_multa_o_sanci|fecha_de_firmeza_de_la_decisi|n_mero_de_resoluci_n_que|fecha_de_resoluci_n_que|informaci_n_de_recursos|descripci_n_o_detalle_resumen|fuente,1,nit,nit:identificaci_n|nit:n_mero_de_identificaci_n,,fiscal_responsibility,signal_deps|source_registry,fiscal_responsibility,"llm_tier=ingest_priority; llm_reasoning=This dataset directly contains information on fiscal responsibilities and sanctions, making it highly relevant for identifying potential corruption, fraud, or irregularities in public procurement and; llm_tier=ingest_priority; llm_reasoning=This dataset directly contains information on fiscal responsibilities and sanctions, making it highly relevant for identifying potential corruption, fraud, or irregularities in public procurement and ",https://www.datos.gov.co/d/jr8e-e8tu
jvtd-3dgy,Pensionados por entidad administradora de Colombia,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2026-04-04,20,,2,2,nombre_entidad_administradora|total,0,,,,,appendix|audit_json,,"llm_tier=context_if_useful; llm_reasoning=This dataset lists pension administrators and their total number of pensioners. While not directly procurement or financial data, it could be useful for contextual enrichment by linking to entities in; llm_tier=context_if_useful; llm_reasoning=This dataset lists pension administrators and their total number of pensioners. While not directly procurement or financial data, it could be useful for contextual enrichment by linking to entities in",https://www.datos.gov.co/d/jvtd-3dgy
jzzx-knyw,Entidades Acreditadas SIIA,Labor Sector Roadmap,colombia_open_data_audit,candidate_context,medium,valid,-1,2020-08-10,2083,,13,13,nombre_de_la_organizaci_n|n_mero_nit|tipo_de_organizaci_n|cursos_aprobados|modalidad_aprobada_para_el|resoluci_n|fecha_de_vencimiento_de_la|departamento|municipio|direcci_n|tel_fono|direcci_n_web_de_la_entidad|correo_electr_nico_organizaci,1,nit,nit:n_mero_nit,,,appendix|audit_json,,"llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest, undue i; llm_tier=ingest_priority; llm_reasoning=This dataset is highly relevant as it provides a registry of accredited entities, which can be cross-referenced with procurement and financial data to identify potential conflicts of interest, undue i",https://www.datos.gov.co/d/jzzx-knyw
